Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Purple Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Magma Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Purple Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Magma Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Insulating Glass
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Asphalt Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Coke Brick
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Red Container
appliedenergistics2:facade:0, Cable Facade - Green Container
appliedenergistics2:facade:0, Cable Facade - Blue Container
appliedenergistics2:facade:0, Cable Facade - Yellow Container
appliedenergistics2:facade:0, Cable Facade - Steel Panel
appliedenergistics2:facade:0, Cable Facade - Silver Steel Panel
appliedenergistics2:facade:0, Cable Facade - Carbon Panel
appliedenergistics2:facade:0, Cable Facade - Dark Scaffold
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete (Light)
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete (Grey)
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete (Dark)
appliedenergistics2:facade:0, Cable Facade - Reinforced Concrete (Pipes)
appliedenergistics2:facade:0, Cable Facade - tile.techguns.concrete.5.name
appliedenergistics2:facade:0, Cable Facade - Double Neon Lights
appliedenergistics2:facade:0, Cable Facade - Double Neon Lights (Rotated)
appliedenergistics2:facade:0, Cable Facade - Quad Neon Lights
appliedenergistics2:facade:0, Cable Facade - Quad Neon Lights (Rotated)
appliedenergistics2:facade:0, Cable Facade - Square Neon Light
appliedenergistics2:facade:0, Cable Facade - Ammo Crate
appliedenergistics2:facade:0, Cable Facade - Weapon Crate
appliedenergistics2:facade:0, Cable Facade - Armor Crate
appliedenergistics2:facade:0, Cable Facade - Medical Crate
appliedenergistics2:facade:0, Cable Facade - Explosives Crate
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - tile.techguns.sand_hard.0.name
appliedenergistics2:facade:0, Cable Facade - tile.techguns.slimy.0.name
appliedenergistics2:facade:0, Cable Facade - Constraint Metal Ore
appliedenergistics2:facade:0, Cable Facade - Imag Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Imag Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Machine Frame
appliedenergistics2:facade:0, Cable Facade - Resonant Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Green Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Quartz
appliedenergistics2:facade:0, Cable Facade - White Lamp
appliedenergistics2:facade:0, Cable Facade - Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - White Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Orange Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Lime Lamp (On)
